rho,best_epoch,best_val_loss,best_val_acc,final_val_loss,final_val_acc
0.01,50,0.19351357236439362,0.946,0.19351357236439362,0.946
0.05,49,0.16391310758143662,0.9448,0.16408902472108602,0.9444
0.1,48,0.15447388256266714,0.9458,0.15546250725574792,0.9444
0.2,47,0.16971876846700906,0.9432,0.1681768219769001,0.943
