checkpoint,model,hessian_trace_mean,hessian_trace_std,top1_eigenvalue,sum_top_k,top1_fraction,top5_fraction,Neff_z1_topk
best_ood,SGD,847.3885934111474,80.30379903965571,161.6301681753248,600.7671404011791,0.2690396283448388,0.5967945132988607,18.962403799717833
best_ood,SAM,472.5509855900706,50.26699624572343,67.94333215616643,375.4052483834686,0.18098663364121043,0.5800122973192403,18.393210472459113
