checkpoint,model,top1_eigenvalue,sum_top_k,top1_fraction,top5_fraction
best_ood,SGD,161.6301681753248,600.7671404011791,0.2690396283448388,0.5967945132988607
best_ood,SAM,67.94333215616643,375.4052483834686,0.18098663364121043,0.5800122973192403
